Player,Tm,Age,Pos,Games_G,Games_GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Lng,Receiving_R/G,Receiving_Y/G,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_1D,Rushing_Lng,Rushing_Y/A,Rushing_Y/G,Rushing_A/G,Total Yds_Touch,Total Yds_Y/Tch,Total Yds_YScm,RRTD,Fmb,ProBowl,AllPro
Antonio Andrews,TEN,22,,4,0,2,2,11,5.5,0,0,6,0.5,2.8,100.0%,5.5,,,,0,,,,,2,5.5,11,0,0,False,False
Courtney Roby,ATL,31,,4,0,2,1,11,11.0,0,1,11,0.3,2.8,50.0%,5.5,,,,0,,,,,1,11.0,11,0,0,False,False
Brad Smith,PHI,31,,13,0,3,1,11,11.0,0,1,11,0.1,0.8,33.3%,3.7,,,,0,,,,,1,11.0,11,0,0,False,False
Trey Burton,PHI,23,,15,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,10,0,0,4,2.0,0.7,0.3,5,2.0,10,0,0,False,False
Shaun Hill,STL,34,qb,9,8,1,1,0,0.0,0,0,0,0.1,0.0,100.0%,0.0,10,10,1,1,9,1.0,1.1,1.1,11,0.9,10,1,7,False,False
Jimmy Clausen,CHI,27,,4,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,3,9,0,2,4,3.0,2.3,0.8,3,3.0,9,0,0,False,False
Jimmy Garoppolo,NWE,23,,6,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,9,0,2,9,0.9,1.5,1.7,10,0.9,9,0,0,False,False
LaMichael James,2TM,25,,3,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,5,9,0,0,5,1.8,3.0,1.7,5,1.8,9,0,0,False,False
Karl Klug,TEN,26,,16,0,1,1,9,9.0,0,1,9,0.1,0.6,100.0%,9.0,,,,0,,,,,1,9.0,9,0,0,False,False
Connor Shaw,CLE,23,,1,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,9,0,1,7,1.3,9.0,7.0,7,1.3,9,0,1,False,False
Josh Cribbs,IND,31,,6,0,1,1,8,8.0,0,0,8,0.2,1.3,100.0%,8.0,,,,0,,,,,1,8.0,8,0,2,False,False
Marcel Jensen,JAX,24,,1,0,1,1,8,8.0,0,0,8,1.0,8.0,100.0%,8.0,,,,0,,,,,1,8.0,8,0,0,False,False
Micheal Spurlock,CHI,31,,1,0,3,1,8,8.0,0,0,8,1.0,8.0,33.3%,2.7,,,,0,,,,,1,8.0,8,0,0,False,False
Jalen Saunders,4TM,22,,15,0,1,1,7,7.0,0,0,7,0.1,0.5,100.0%,7.0,,,,0,,,,,1,7.0,7,0,2,False,False
Aldrick Robinson,2TM,26,,7,0,,1,6,6.0,0,0,6,0.1,0.9,0.0%,,,,,0,,,,,1,6.0,6,0,0,False,False
Brian Schwenke,TEN,23,C,11,11,1,1,6,6.0,0,0,6,0.1,0.5,100.0%,6.0,,,,0,,,,,1,6.0,6,0,1,False,False
Will Tukuafu,SEA,30,,9,2,2,1,4,4.0,0,1,4,0.1,0.4,50.0%,2.0,1,2,0,1,2,2.0,0.2,0.1,2,3.0,6,0,0,False,False
Blaine Gabbert,SFO,25,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,5,0,0,5,5.0,5.0,1.0,1,5.0,5,0,0,False,False
Jon Ryan,SEA,33,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,5,0,1,5,2.5,0.3,0.1,2,2.5,5,0,2,False,False
Kevin Dorsey,GNB,24,,3,0,2,1,4,4.0,0,0,4,0.3,1.3,50.0%,2.0,,,,0,,,,,1,4.0,4,0,0,False,False
David Johnson,SDG,27,,14,2,,1,4,4.0,0,0,4,0.1,0.3,0.0%,,,,,0,,,,,1,4.0,4,0,0,False,False
Zach Mettenberger,TEN,23,QB,7,6,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,4,0,1,8,0.8,0.6,0.7,5,0.8,4,0,4,False,False
J.J. Watt,HOU,25,LDE,16,16,3,3,4,1.3,3,3,2,0.2,0.3,100.0%,1.3,,,,0,,,,,3,1.3,4,3,0,True,True
Isa Abdul-Quddus,DET,25,,16,4,1,1,3,3.0,0,0,3,0.1,0.2,100.0%,3.0,,,,0,,,,,1,3.0,3,0,0,False,False
Brandon Bostick,GNB,25,,13,0,4,2,3,1.5,1,1,2,0.2,0.2,50.0%,0.8,,,,0,,,,,2,1.5,3,1,0,False,False
Craig Dahl,SFO,29,,16,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,3,0,1,3,3.0,0.2,0.1,1,3.0,3,0,0,False,False
Matt McGloin,OAK,25,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,3,0,1,3,1.5,3.0,2.0,2,1.5,3,0,0,False,False
Bear Pascoe,ATL,28,,16,2,2,2,3,1.5,1,1,2,0.1,0.2,100.0%,1.5,,,,0,,,,,2,1.5,3,1,0,False,False
Donald Penn,OAK,31,LT,16,16,1,1,3,3.0,1,1,3,0.1,0.2,100.0%,3.0,,,,0,,,,,1,3.0,3,1,0,False,False
Edwin Baker,NOR,23,,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,1,2,2.0,0.7,0.3,1,2.0,2,0,0,False,False
Danny McCray,CHI,26,,15,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,0,2,2.0,0.1,0.1,1,2.0,2,0,0,False,False
Matt Simms,NYJ,26,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,1,2,2.0,2.0,1.0,1,2.0,2,0,0,False,False
Tress Way,WAS,24,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,0,2,2.0,0.1,0.1,1,2.0,2,0,1,False,False
Khalif Barnes,OAK,32,rt,14,13,1,1,1,1.0,0,0,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,0,1,False,False
Jason Campbell,CIN,33,,4,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,1,0,0,1,1.0,0.3,0.3,1,1.0,1,0,1,False,False
Anthony Castonzo,IND,26,LT,16,16,1,1,1,1.0,1,1,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,False,False
Tyler Clutts,DAL,30,,16,1,1,1,1,1.0,0,0,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,0,0,False,False
Michael Palmer,PIT,26,,15,1,2,1,1,1.0,1,1,1,0.1,0.1,50.0%,0.5,,,,0,,,,,1,1.0,1,1,0,False,False
John Phillips,SDG,27,,16,1,1,1,1,1.0,1,1,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,False,False
