Player,Tm,Age,Pos,Games_G,Games_GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_1D,Receiving_Lng,Receiving_R/G,Receiving_Y/G,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_1D,Rushing_Lng,Rushing_Y/A,Rushing_Y/G,Rushing_A/G,Total Yds_Touch,Total Yds_Y/Tch,Total Yds_YScm,RRTD,Fmb,ProBowl,AllPro
Brett Favre,MIN,41,QB,13,13,0,0,0,,0,0,0,0.0,0.0,0.0%,,17,8,0,1,10,0.5,0.6,1.3,17,0.5,8,0,7,False,False
Madison Hedgecock,NYG,29,,4,3,2,2,8,4.0,0,1,7,0.5,2.0,100.0%,4.0,,,,0,,,,,2,4.0,8,0,0,False,False
Paul Hubbard,BUF,25,,1,1,3,1,8,8.0,0,0,8,1.0,8.0,33.3%,2.7,,,,0,,,,,1,8.0,8,0,0,False,False
Kyle Williams,SFO,22,,5,0,1,1,8,8.0,0,0,8,0.2,1.6,100.0%,8.0,,,,0,,,,,1,8.0,8,0,0,False,False
Garrett Wolfe,CHI,26,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,8,0,0,7,2.0,0.5,0.3,4,2.0,8,0,0,False,False
Sam Aiken,CLE,30,,3,0,1,1,7,7.0,0,0,7,0.3,2.3,100.0%,7.0,,,,0,,,,,1,7.0,7,0,0,False,False
Armanti Edwards,CAR,22,,3,0,2,0,0,,0,0,0,0.0,0.0,0.0%,0.0,1,7,0,0,7,7.0,2.3,0.3,1,7.0,7,0,1,False,False
Ben Hartsock,NYJ,30,te,16,7,3,1,7,7.0,0,1,7,0.1,0.4,33.3%,2.3,,,,0,,,,,1,7.0,7,0,0,False,False
Josh Vaughan,CAR,24,,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,3,7,1,1,6,2.3,2.3,1.0,3,2.3,7,1,0,False,False
Rex Grossman,WAS,30,,4,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,3,6,0,0,5,2.0,1.5,0.8,3,2.0,6,0,4,False,False
Manuel Johnson,DAL,24,,2,0,5,1,6,6.0,0,0,6,0.5,3.0,20.0%,1.2,,,,0,,,,,1,6.0,6,0,0,False,False
Chris Pressley,2TM,24,,7,0,1,1,6,6.0,0,0,6,0.1,0.9,100.0%,6.0,1,0,0,0,0,0.0,0.0,0.1,2,3.0,6,0,0,False,False
Alex Smith,CLE,28,,3,1,1,1,6,6.0,0,0,6,0.3,2.0,100.0%,6.0,,,,0,,,,,1,6.0,6,0,0,False,False
Javier Arenas,KAN,23,,16,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,5,0,0,5,5.0,0.3,0.1,1,5.0,5,0,2,False,False
Jay Feely,ARI,34,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,5,1,1,5,5.0,0.3,0.1,1,5.0,5,1,0,False,False
Tyler Palko,KAN,27,,2,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,5,0,1,6,2.5,2.5,1.0,2,2.5,5,0,0,False,False
Jordan Senn,CAR,26,,14,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,5,0,1,5,5.0,0.4,0.1,1,5.0,5,0,0,False,False
Drew Brees,NOR,31,QB,16,16,1,1,7,7.0,0,0,7,0.1,0.4,100.0%,7.0,18,-3,0,1,7,-0.2,-0.2,1.1,19,0.2,4,0,9,True,False
Duke Calhoun,NYG,23,,9,0,2,1,4,4.0,0,0,4,0.1,0.4,50.0%,2.0,,,,0,,,,,1,4.0,4,0,0,False,False
Luke McCown,JAX,29,,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,4,0,0,4,4.0,4.0,1.0,1,4.0,4,0,0,False,False
Chris Williams,CHI,25,LG,13,13,1,1,4,4.0,0,0,4,0.1,0.3,100.0%,4.0,,,,0,,,,,1,4.0,4,0,0,False,False
Jeff Cumberland,NYJ,23,,1,0,2,1,3,3.0,0,0,3,1.0,3.0,50.0%,1.5,,,,0,,,,,1,3.0,3,0,0,False,False
Lex Hilliard,MIA,26,,16,0,2,1,3,3.0,0,0,3,0.1,0.2,50.0%,1.5,,,,0,,,,,1,3.0,3,0,0,False,False
Ernest Wilford,JAX,31,,2,0,2,1,3,3.0,0,0,3,0.5,1.5,50.0%,1.5,,,,0,,,,,1,3.0,3,0,0,False,False
Gary Banks,SDG,29,,2,2,3,1,2,2.0,0,0,2,0.5,1.0,33.3%,0.7,,,,0,,,,,1,2.0,2,0,0,False,False
Jehuu Caulcrick,BUF,27,,2,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,1,2,2.0,1.0,0.5,1,2.0,2,0,0,False,False
Todd Herremans,PHI,28,LG,16,15,1,1,2,2.0,1,1,2,0.1,0.1,100.0%,2.0,,,,0,,,,,1,2.0,2,1,0,False,False
Larry Johnson,WAS,31,,2,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,2,0,0,7,0.4,1.0,2.5,5,0.4,2,0,0,False,False
Mike Vrabel,KAN,35,LOLB,16,16,2,1,2,2.0,1,1,2,0.1,0.1,50.0%,1.0,,,,0,,,,,1,2.0,2,1,0,False,False
Kerry Collins,TEN,38,qb,10,7,0,0,0,,0,0,0,0.0,0.0,0.0%,,10,1,0,1,4,0.1,0.1,1.0,10,0.1,1,0,5,False,False
Mike McGlynn,PHI,25,C,16,14,1,1,1,1.0,0,0,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,0,0,False,False
Brian Moorman,BUF,34,,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,1,0,0,1,0.5,0.1,0.1,2,0.5,1,0,0,False,False
Donald Penn,TAM,27,LT,16,16,1,1,1,1.0,1,1,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,True,False
Dennis Pitta,BAL,25,,11,0,5,1,1,1.0,0,0,1,0.1,0.1,20.0%,0.2,,,,0,,,,,1,1.0,1,0,0,False,False
Shaun Smith,KAN,29,LDE,16,10,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,1,1,1,1,1.0,0.1,0.1,1,1.0,1,1,0,False,False
Andrew Whitworth,CIN,29,LT,16,16,1,1,1,1.0,1,1,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,False,False
